"store" "date" "y" "x"
1216 2006-11-08 3 0.65
1216 2006-11-09 3 0.65
1216 2006-11-10 3 0.65
1216 2006-11-11 8 0.65
1216 2006-11-12 3 0.65
1216 2006-11-13 6 0.65
1216 2006-11-14 1 0.65
1216 2006-11-15 2 0.65
1216 2006-11-16 2 0.65
1216 2006-11-17 2 0.65
1216 2006-11-18 10 0.65
1216 2006-11-19 10 0.65
1216 2006-11-20 4 0.65
1216 2006-11-21 0 0.65
1216 2006-11-22 5 0.65
1216 2006-11-23 0 0.65
1216 2006-11-24 9 0.65
1216 2006-11-25 0 0.65
1216 2006-11-26 1 0.65
1216 2006-11-27 1 0.65
1216 2006-11-28 0 0.65
1216 2006-11-29 28 0.4
1216 2006-11-30 46 0.4
1216 2006-12-01 13 0.4
1216 2006-12-02 35 0.4
1216 2006-12-03 31 0.4
1216 2006-12-04 43 0.4
1216 2006-12-05 21 0.4
1216 2006-12-06 2 0.65
1216 2006-12-07 2 0.65
1216 2006-12-08 4 0.65
1216 2006-12-09 8 0.65
1216 2006-12-10 1 0.65
1216 2006-12-11 1 0.65
1216 2006-12-12 1 0.65
1216 2006-12-13 2 0.65
1216 2006-12-14 8 0.65
1216 2006-12-15 1 0.65
1216 2006-12-16 4 0.65
1216 2006-12-17 4 0.65
1216 2006-12-18 0 0.65
1216 2006-12-19 8 0.65
1216 2006-12-20 1 0.65
1216 2006-12-21 0 0.65
1216 2006-12-22 15 0.65
1216 2006-12-23 2 0.65
1216 2006-12-24 3 0.65
1216 2006-12-25 0 0.65
1216 2006-12-26 0 0.65
1216 2006-12-27 0 0.65
1216 2006-12-28 2 0.65
1216 2006-12-29 6 0.65
1216 2006-12-30 2 0.65
1216 2006-12-31 2 0.65
1216 2007-01-01 6 0.65
1216 2007-01-02 1 0.65
1216 2007-01-03 0 0.65
1216 2007-01-04 6 0.65
1216 2007-01-05 6 0.65
1216 2007-01-06 7 0.65
1216 2007-01-07 5 0.65
1216 2007-01-08 6 0.65
1216 2007-01-09 0 0.65
1216 2007-01-10 2 0.65
1216 2007-01-11 0 0.65
1216 2007-01-12 8 0.65
1216 2007-01-13 5 0.65
1216 2007-01-14 1 0.65
1216 2007-01-15 0 0.65
1216 2007-01-16 0 0.65
1216 2007-01-17 0 0.65
1216 2007-01-18 0 0.65
1216 2007-01-19 2 0.65
1216 2007-01-20 8 0.65
1216 2007-01-21 1 0.65
1216 2007-01-22 0 0.65
1216 2007-01-23 0 0.65
1216 2007-01-24 8 0.65
1216 2007-01-25 77 0.33
1216 2007-01-26 168 0.33
1216 2007-01-27 122 0.33
1216 2007-01-28 4 0.65
1216 2007-01-29 3 0.65
1216 2007-01-30 4 0.65
1216 2007-01-31 2 0.65
1216 2007-02-01 7 0.65
1216 2007-02-02 0 0.65
1216 2007-02-03 9 0.65
1216 2007-02-04 2 0.65
1216 2007-02-05 0 0.65
1216 2007-02-06 0 0.65
1216 2007-02-07 3 0.65
1216 2007-02-08 4 0.65
1216 2007-02-09 4 0.65
1216 2007-02-10 6 0.65
1216 2007-02-11 1 0.65
1216 2007-02-12 0 0.65
1216 2007-02-13 0 0.65
1216 2007-02-14 0 0.65
1216 2007-02-15 2 0.65
1216 2007-02-16 0 0.65
1216 2007-02-17 6 0.65
1216 2007-02-18 5 0.65
1216 2007-02-19 0 0.65
1216 2007-02-20 4 0.65
1216 2007-02-21 3 0.65
1216 2007-02-22 12 0.65
1216 2007-02-23 7 0.65
1216 2007-02-24 2 0.65
1216 2007-02-25 0 0.65
1216 2007-02-26 7 0.65
1216 2007-02-27 6 0.65
1216 2007-02-28 3 0.65
1216 2007-03-01 4 0.65
1216 2007-03-02 3 0.65
1216 2007-03-03 7 0.65
1216 2007-03-04 8 0.65
1216 2007-03-05 11 0.65
1216 2007-03-06 5 0.65
1216 2007-03-07 1 0.65
1216 2007-03-08 1 0.65
1216 2007-03-09 15 0.65
1216 2007-03-10 18 0.5
1216 2007-03-11 9 0.5
1216 2007-03-12 7 0.5
1216 2007-03-13 3 0.5
1216 2007-03-14 22 0.4
1216 2007-03-15 47 0.4
1216 2007-03-16 48 0.4
1216 2007-03-17 81 0.4
1216 2007-03-18 51 0.4
1216 2007-03-19 49 0.4
1216 2007-03-20 23 0.4
1216 2007-03-21 3 0.5
1216 2007-03-22 4 0.5
1216 2007-03-23 14 0.5
1216 2007-03-24 3 0.5
1216 2007-03-25 10 0.5
1216 2007-03-26 0 0.5
1216 2007-03-27 2 0.65
1216 2007-03-28 0 0.65
1216 2007-03-29 2 0.65
1216 2007-03-30 9 0.65
1216 2007-03-31 4 0.65
1216 2007-04-01 6 0.65
1216 2007-04-02 0 0.65
1216 2007-04-03 4 0.65
1216 2007-04-04 3 0.65
1216 2007-04-05 2 0.65
1216 2007-04-06 5 0.65
1216 2007-04-07 7 0.65
1216 2007-04-08 2 0.65
1216 2007-04-09 0 0.65
1216 2007-04-10 0 0.65
1216 2007-04-11 54 0.38
1216 2007-04-12 34 0.38
1216 2007-04-13 88 0.38
1216 2007-04-14 61 0.38
1216 2007-04-15 58 0.38
1216 2007-04-16 49 0.38
1216 2007-04-17 13 0.38
1216 2007-04-18 13 0.65
1216 2007-04-19 0 0.65
1216 2007-04-20 0 0.65
1216 2007-04-21 0 0.65
1216 2007-04-22 4 0.65
1216 2007-04-23 0 0.65
1216 2007-04-24 0 0.65
1216 2007-04-25 0 0.65
1216 2007-04-26 3 0.65
1216 2007-04-28 4 0.65
1216 2007-04-29 1 0.65
1216 2007-04-30 2 0.5
1216 2007-05-01 3 0.5
1216 2007-05-02 24 0.44
1216 2007-05-03 32 0.44
1216 2007-05-04 34 0.44
1216 2007-05-05 47 0.44
1216 2007-05-06 54 0.44
1216 2007-05-07 22 0.44
1216 2007-05-08 25 0.44
1216 2007-05-09 0 0.5
1216 2007-05-10 4 0.5
1216 2007-05-11 4 0.65
1216 2007-05-12 0 0.65
1216 2007-05-13 0 0.65
1216 2007-05-14 0 0.65
1216 2007-05-15 0 0.65
1216 2007-05-16 4 0.65
1216 2007-05-17 5 0.65
1216 2007-05-18 2 0.65
1216 2007-05-19 7 0.65
1216 2007-05-20 0 0.65
1216 2007-05-21 4 0.65
1216 2007-05-22 0 0.65
1216 2007-05-23 16 0.59
1216 2007-05-24 2 0.59
1216 2007-05-25 13 0.59
1216 2007-05-26 7 0.59
1216 2007-05-27 6 0.59
1216 2007-05-28 2 0.59
1216 2007-05-29 9 0.59
1216 2007-05-30 8 0.59
1216 2007-05-31 0 0.59
1216 2007-06-01 6 0.59
1216 2007-06-02 18 0.59
1216 2007-06-03 7 0.59
1216 2007-06-04 6 0.59
1216 2007-06-05 8 0.59
1216 2007-06-06 1 0.59
1216 2007-06-07 2 0.59
1216 2007-06-08 8 0.59
1216 2007-06-09 3 0.59
1216 2007-06-10 1 0.59
1216 2007-06-11 4 0.59
1216 2007-06-12 1 0.59
1216 2007-06-13 1 0.59
1216 2007-06-14 2 0.59
1216 2007-06-15 10 0.59
1216 2007-06-16 9 0.59
1216 2007-06-17 0 0.59
1216 2007-06-18 3 0.59
1216 2007-06-19 3 0.59
1216 2007-06-20 2 0.59
1216 2007-06-21 7 0.59
1216 2007-06-22 0 0.59
1216 2007-06-23 6 0.59
1216 2007-06-24 2 0.59
1216 2007-06-25 5 0.59
1216 2007-06-26 1 0.59
1216 2007-06-27 0 0.59
1216 2007-06-28 2 0.59
1216 2007-06-29 9 0.5
1216 2007-06-30 17 0.5
1216 2007-07-01 23 0.5
1216 2007-07-02 16 0.5
1216 2007-07-03 8 0.5
1216 2007-07-04 33 0.39
1216 2007-07-05 26 0.39
1216 2007-07-06 33 0.39
1216 2007-07-07 75 0.39
1216 2007-07-08 27 0.39
1216 2007-07-09 58 0.39
1216 2007-07-10 27 0.39
1216 2007-07-11 6 0.5
1216 2007-07-12 6 0.5
1216 2007-07-13 1 0.69
1216 2007-07-14 2 0.69
1216 2007-07-15 2 0.69
1216 2007-07-16 13 0.69
1216 2007-07-17 4 0.69
1216 2007-07-18 1 0.69
1216 2007-07-19 2 0.69
1216 2007-07-20 2 0.69
1216 2007-07-21 0 0.69
1216 2007-07-22 2 0.69
1216 2007-07-23 1 0.69
1216 2007-07-24 0 0.69
1216 2007-07-25 0 0.69
1216 2007-07-26 0 0.69
1216 2007-07-27 3 0.69
1216 2007-07-28 0 0.69
1216 2007-07-29 1 0.69
1216 2007-07-30 0 0.69
1216 2007-07-31 0 0.69
1216 2007-08-01 0 0.69
1216 2007-08-02 2 0.69
1216 2007-08-03 2 0.69
1216 2007-08-04 0 0.69
1216 2007-08-05 0 0.69
1216 2007-08-06 0 0.69
1216 2007-08-07 0 0.69
1216 2007-08-08 3 0.69
1216 2007-08-09 0 0.69
1216 2007-08-10 1 0.69
1216 2007-08-11 4 0.69
1216 2007-08-12 2 0.69
1216 2007-08-13 1 0.69
1216 2007-08-14 1 0.69
1216 2007-08-15 3 0.69
1216 2007-08-16 0 0.69
1216 2007-08-17 0 0.69
1216 2007-08-18 0 0.69
1216 2007-08-19 2 0.69
1216 2007-08-20 1 0.69
1216 2007-08-21 4 0.69
1216 2007-08-22 1 0.69
1216 2007-08-23 0 0.69
1216 2007-08-24 2 0.69
1216 2007-08-27 0 0.69
1216 2007-08-28 0 0.69
1216 2007-08-29 0 0.69
1216 2007-08-30 4 0.69
1216 2007-08-31 4 0.69
1216 2007-09-01 6 0.69
1216 2007-09-02 6 0.69
1216 2007-09-03 11 0.69
1216 2007-09-04 4 0.69
1216 2007-09-05 27 0.44
1216 2007-09-06 20 0.44
1216 2007-09-07 48 0.44
1216 2007-09-08 57 0.44
1216 2007-09-09 53 0.44
1216 2007-09-10 11 0.44
1216 2007-09-11 42 0.44
1216 2007-09-12 18 0.44
1216 2007-09-13 33 0.44
1216 2007-09-14 37 0.44
1216 2007-09-15 65 0.44
1216 2007-09-16 61 0.44
1216 2007-09-17 21 0.44
1216 2007-09-18 34 0.44
1216 2007-09-19 4 0.69
1216 2007-09-20 0 0.69
1216 2007-09-21 7 0.69
1216 2007-09-22 4 0.69
1216 2007-09-23 4 0.69
1216 2007-09-24 1 0.69
1216 2007-09-25 0 0.69
1216 2007-09-26 1 0.69
1216 2007-09-27 2 0.69
1216 2007-09-28 6 0.69
1216 2007-09-29 0 0.69
1216 2007-09-30 3 0.69
1219 2005-10-03 5 0.67
1219 2005-10-04 4 0.67
1219 2005-10-05 2 0.67
1219 2005-10-06 0 0.67
1219 2005-10-07 3 0.67
1219 2005-10-08 12 0.67
1219 2005-10-09 3 0.67
1219 2005-10-11 1 0.67
1219 2005-10-12 0 0.67
1219 2005-10-13 2 0.67
1219 2005-10-14 0 0.67
1219 2005-10-15 2 0.67
1219 2005-10-16 3 0.67
1219 2005-10-17 1 0.67
1219 2005-10-18 0 0.67
1219 2005-10-19 0 0.67
1219 2005-10-20 2 0.67
1219 2005-10-21 0 0.67
1219 2005-10-22 6 0.67
1219 2005-10-23 1 0.67
1219 2005-10-24 0 0.67
1219 2005-10-25 1 0.67
1219 2005-10-26 40 0.4
1219 2005-10-27 25 0.4
1219 2005-10-28 21 0.4
1219 2005-10-29 30 0.4
1219 2005-10-30 36 0.4
1219 2005-10-31 8 0.4
1219 2005-11-01 15 0.4
1219 2005-11-02 4 0.67
1219 2005-11-03 1 0.67
1219 2005-11-04 0 0.67
1219 2005-11-05 3 0.67
1219 2005-11-06 3 0.67
1219 2005-11-07 0 0.67
1219 2005-11-08 0 0.67
1219 2005-11-09 0 0.67
1219 2005-11-10 0 0.67
1219 2005-11-11 0 0.67
1219 2005-11-12 1 0.67
1219 2005-11-13 1 0.67
1219 2005-11-14 9 0.67
1219 2005-11-15 6 0.67
1219 2005-11-16 0 0.67
1219 2005-11-17 1 0.67
1219 2005-11-18 0 0.67
1219 2005-11-19 2 0.67
1219 2005-11-20 3 0.67
1219 2005-11-21 4 0.67
1219 2005-11-22 2 0.67
1219 2005-11-23 12 0.67
1219 2005-11-24 0 0.67
1219 2005-11-25 0 0.67
1219 2005-11-26 0 0.67
1219 2005-11-27 0 0.67
1219 2005-11-28 2 0.67
1219 2005-11-29 0 0.67
1219 2005-11-30 5 0.67
1219 2005-12-01 2 0.67
1219 2005-12-02 0 0.67
1219 2005-12-03 0 0.67
1219 2005-12-04 1 0.67
1219 2005-12-05 6 0.67
1219 2005-12-06 1 0.67
1219 2005-12-07 0 0.67
1219 2005-12-08 0 0.67
1219 2005-12-09 4 0.67
1219 2005-12-10 3 0.67
1219 2005-12-11 3 0.67
1219 2005-12-12 0 0.67
1219 2005-12-13 0 0.67
1219 2005-12-14 30 0.4
1219 2005-12-15 20 0.4
1219 2005-12-16 17 0.4
1219 2005-12-17 28 0.4
1219 2005-12-18 17 0.4
1219 2005-12-19 8 0.4
1219 2005-12-20 5 0.4
1219 2005-12-21 17 0.4
1219 2005-12-22 24 0.4
1219 2005-12-23 27 0.4
1219 2005-12-24 12 0.4
1219 2005-12-26 5 0.4
1219 2005-12-27 10 0.4
1219 2005-12-28 0 0.67
1219 2005-12-29 0 0.67
1219 2005-12-30 3 0.67
1219 2005-12-31 0 0.67
1219 2006-01-01 2 0.67
1219 2006-01-02 0 0.67
1219 2006-01-03 6 0.67
1219 2006-01-04 2 0.67
1219 2006-01-05 1 0.67
1219 2006-01-06 1 0.67
1219 2006-01-07 0 0.67
1219 2006-01-08 2 0.67
1219 2006-01-09 2 0.67
1219 2006-01-10 2 0.67
1219 2006-01-11 5 0.67
1219 2006-01-12 2 0.67
1219 2006-01-13 0 0.67
1219 2006-01-14 10 0.67
1219 2006-01-15 2 0.67
1219 2006-01-16 2 0.67
1219 2006-01-17 1 0.67
1219 2006-01-18 0 0.67
1219 2006-01-19 0 0.67
1219 2006-01-20 1 0.67
1219 2006-01-21 2 0.63
1219 2006-01-22 2 0.63
1219 2006-01-23 0 0.63
1219 2006-01-24 0 0.63
1219 2006-01-25 1 0.63
1219 2006-01-26 0 0.63
1219 2006-01-27 0 0.63
1219 2006-01-28 8 0.63
1219 2006-01-29 0 0.63
1219 2006-01-30 0 0.63
1219 2006-01-31 3 0.63
1219 2006-02-01 0 0.63
1219 2006-02-02 0 0.63
1219 2006-02-03 2 0.63
1219 2006-02-04 0 0.63
1219 2006-02-05 2 0.63
1219 2006-02-07 5 0.63
1219 2006-02-08 0 0.63
1219 2006-02-09 2 0.63
1219 2006-02-10 1 0.63
1219 2006-02-11 10 0.63
1219 2006-02-12 4 0.63
1219 2006-02-13 1 0.63
1219 2006-02-14 1 0.63
1219 2006-02-15 19 0.4
1219 2006-02-16 8 0.4
1219 2006-02-17 17 0.4
1219 2006-02-18 20 0.4
1219 2006-02-19 7 0.4
1219 2006-02-20 3 0.4
1219 2006-02-21 10 0.4
1219 2006-02-22 1 0.63
1219 2006-02-23 0 0.63
1219 2006-02-24 1 0.63
1219 2006-02-25 1 0.63
1219 2006-02-26 6 0.63
1219 2006-02-27 0 0.63
1219 2006-02-28 0 0.63
1219 2006-03-01 0 0.63
1219 2006-03-02 0 0.63
1219 2006-03-03 0 0.63
1219 2006-03-04 6 0.63
1219 2006-03-05 13 0.63
1219 2006-03-06 4 0.63
1219 2006-03-07 1 0.63
1219 2006-03-08 4 0.63
1219 2006-03-09 0 0.63
1219 2006-03-10 2 0.63
1219 2006-03-11 4 0.63
1219 2006-03-12 8 0.63
1219 2006-03-13 0 0.63
1219 2006-03-14 4 0.63
1219 2006-03-15 6 0.63
1219 2006-03-16 9 0.63
1219 2006-03-17 0 0.63
1219 2006-03-18 1 0.63
1219 2006-03-19 11 0.63
1219 2006-03-20 4 0.63
1219 2006-03-21 1 0.63
1219 2006-03-22 0 0.63
1219 2006-03-23 4 0.63
1219 2006-03-24 0 0.63
1219 2006-03-25 4 0.63
1219 2006-03-26 5 0.63
1219 2006-03-27 10 0.63
1219 2006-03-28 0 0.63
1219 2006-03-29 12 0.4
1219 2006-03-30 15 0.4
1219 2006-03-31 16 0.4
1219 2006-04-01 34 0.4
1219 2006-04-02 3 0.4
1219 2006-04-03 21 0.4
1219 2006-04-04 31 0.4
1219 2006-04-05 5 0.63
1219 2006-04-06 4 0.63
1219 2006-04-07 0 0.63
1219 2006-04-08 4 0.63
1219 2006-04-09 5 0.69
1219 2006-04-10 3 0.69
1219 2006-04-11 0 0.69
1219 2006-04-13 3 0.69
1219 2006-04-14 2 0.69
1219 2006-04-15 24 0.69
1219 2006-04-16 8 0.69
1219 2006-04-17 0 0.69
1219 2006-04-18 0 0.69
1219 2006-04-19 3 0.69
1219 2006-04-20 0 0.69
1219 2006-04-21 0 0.69
1219 2006-04-22 6 0.69
1219 2006-04-23 3 0.69
1219 2006-04-24 4 0.69
1219 2006-04-25 3 0.69
1219 2006-04-26 25 0.4
1219 2006-04-27 20 0.4
1219 2006-04-28 24 0.4
1219 2006-04-29 51 0.4
1219 2006-04-30 74 0.4
1219 2006-05-01 15 0.4
1219 2006-05-02 16 0.4
1219 2006-05-03 5 0.69
1219 2006-05-04 0 0.69
1219 2006-05-05 0 0.69
1219 2006-05-06 5 0.69
1219 2006-05-07 3 0.69
1219 2006-05-08 6 0.69
1219 2006-05-09 1 0.69
1219 2006-05-10 0 0.69
1219 2006-05-11 0 0.69
1219 2006-05-12 7 0.69
1219 2006-05-13 4 0.69
1219 2006-05-14 2 0.69
1219 2006-05-15 2 0.69
1219 2006-05-16 3 0.69
1219 2006-05-17 25 0.4
1219 2006-05-18 8 0.4
1219 2006-05-19 11 0.4
1219 2006-05-20 12 0.4
1219 2006-05-21 23 0.4
1219 2006-05-22 17 0.4
1219 2006-05-23 14 0.4
1219 2006-05-24 3 0.69
1219 2006-05-26 0 0.69
1219 2006-05-27 0 0.69
1219 2006-05-28 2 0.69
1219 2006-05-29 2 0.69
1219 2006-05-30 4 0.69
1219 2006-05-31 0 0.69
1219 2006-06-01 3 0.69
1219 2006-06-02 0 0.69
1219 2006-06-03 3 0.69
1219 2006-06-04 2 0.69
1219 2006-06-05 3 0.69
1219 2006-06-06 2 0.69
1219 2006-06-07 5 0.69
1219 2006-06-08 0 0.69
1219 2006-06-09 0 0.69
1219 2006-06-10 0 0.69
1219 2006-06-11 0 0.69
1219 2006-06-12 3 0.69
1219 2006-06-13 6 0.69
1219 2006-06-14 13 0.44
1219 2006-06-15 20 0.44
1219 2006-06-16 12 0.44
1219 2006-06-17 19 0.44
1219 2006-06-18 9 0.44
1219 2006-06-19 6 0.44
1219 2006-06-20 16 0.44
1219 2006-06-21 3 0.69
1219 2006-06-22 0 0.69
1219 2006-06-23 0 0.69
1219 2006-06-24 8 0.69
1219 2006-06-25 3 0.69
1219 2006-06-26 12 0.69
1219 2006-06-27 2 0.69
1219 2006-06-28 5 0.69
1219 2006-06-29 0 0.69
1219 2006-06-30 2 0.69
1219 2006-07-01 0 0.69
1219 2006-07-02 2 0.69
1219 2006-07-03 4 0.69
1219 2006-07-04 0 0.69
1219 2006-07-05 5 0.69
1219 2006-07-06 35 0.4
1219 2006-07-07 15 0.4
1219 2006-07-08 47 0.4
1219 2006-07-09 2 0.69
1219 2006-07-10 4 0.69
1219 2006-07-11 11 0.33
1219 2006-07-12 16 0.33
1219 2006-07-13 12 0.33
1219 2006-07-14 20 0.33
1219 2006-07-15 24 0.33
1219 2006-07-16 32 0.33
1219 2006-07-17 5 0.33
1219 2006-07-18 12 0.33
1219 2006-07-19 3 0.69
1219 2006-07-20 1 0.69
1219 2006-07-21 0 0.69
1219 2006-07-22 5 0.69
1219 2006-07-23 7 0.69
1219 2006-07-24 2 0.69
1219 2006-07-25 6 0.69
1219 2006-07-26 0 0.69
1219 2006-07-27 0 0.69
1219 2006-07-28 0 0.69
1219 2006-07-29 2 0.69
1219 2006-07-30 0 0.69
1219 2006-07-31 6 0.69
1219 2006-08-01 0 0.69
1219 2006-08-02 5 0.69
1219 2006-08-03 10 0.69
1219 2006-08-04 0 0.69
1219 2006-08-05 2 0.69
1219 2006-08-06 0 0.69
1219 2006-08-07 3 0.69
1219 2006-08-08 0 0.69
1219 2006-08-09 0 0.69
1219 2006-08-10 4 0.69
1219 2006-08-11 0 0.69
1219 2006-08-12 3 0.69
1219 2006-08-13 3 0.69
1219 2006-08-14 0 0.69
1219 2006-08-15 3 0.69
1219 2006-08-16 1 0.69
1219 2006-08-17 4 0.69
1219 2006-08-18 0 0.69
1219 2006-08-19 2 0.69
1219 2006-08-20 8 0.69
1219 2006-08-21 0 0.69
1219 2006-08-22 0 0.69
1219 2006-08-23 1 0.69
1219 2006-08-24 1 0.69
1219 2006-08-25 0 0.69
1219 2006-08-26 8 0.69
1219 2006-08-27 3 0.69
1219 2006-08-28 1 0.69
1219 2006-08-29 2 0.69
1219 2006-08-30 3 0.69
1219 2006-08-31 5 0.69
1219 2006-09-01 0 0.69
1219 2006-09-02 0 0.69
1219 2006-09-03 2 0.69
1219 2006-09-04 0 0.69
1219 2006-09-05 2 0.69
1219 2006-09-06 0 0.69
1219 2006-09-07 2 0.69
1219 2006-09-08 0 0.69
1219 2006-09-09 2 0.69
1219 2006-09-10 5 0.69
1219 2006-09-11 2 0.69
1219 2006-09-12 4 0.69
1219 2006-09-13 1 0.69
1219 2006-09-14 0 0.69
1219 2006-09-15 0 0.69
1219 2006-09-16 1 0.69
1219 2006-09-17 3 0.69
1219 2006-09-18 0 0.69
1219 2006-09-19 3 0.69
1219 2006-09-21 2 0.69
1219 2006-09-22 0 0.69
1219 2006-09-23 2 0.69
1219 2006-09-24 2 0.69
1219 2006-09-25 2 0.69
1219 2006-09-26 0 0.69
1219 2006-09-27 2 0.69
1219 2006-09-28 0 0.69
1219 2006-09-29 0 0.69
1219 2006-09-30 0 0.69
1219 2006-10-01 5 0.69
1219 2006-10-02 1 0.69
1219 2006-10-03 0 0.69
1219 2006-10-04 14 0.38
1219 2006-10-05 8 0.38
1219 2006-10-06 9 0.38
1219 2006-10-07 23 0.38
1219 2006-10-08 14 0.38
1219 2006-10-09 15 0.38
1219 2006-10-10 4 0.38
1219 2006-10-11 9 0.38
1219 2006-10-12 11 0.38
1219 2006-10-13 2 0.38
1219 2006-10-14 15 0.38
1219 2006-10-15 4 0.38
1219 2006-10-16 10 0.38
1219 2006-10-17 9 0.38
1219 2006-10-18 0 0.69
1219 2006-10-19 0 0.69
1219 2006-10-20 0 0.69
1219 2006-10-21 0 0.69
1219 2006-10-22 0 0.69
1219 2006-10-23 3 0.69
1219 2006-10-24 3 0.69
1219 2006-10-25 0 0.69
1219 2006-10-26 0 0.69
1219 2006-10-27 0 0.69
1219 2006-10-28 2 0.69
1219 2006-10-29 0 0.69
1219 2006-10-30 3 0.69
1219 2006-10-31 0 0.69
1219 2006-11-01 0 0.69
1219 2006-11-02 0 0.69
1219 2006-11-03 0 0.69
1219 2006-11-04 5 0.69
1219 2006-11-05 2 0.69
1219 2006-11-06 0 0.69
1219 2006-11-07 0 0.69
1219 2006-11-08 3 0.69
1219 2006-11-09 0 0.69
1219 2006-11-10 0 0.69
1219 2006-11-11 0 0.69
1219 2006-11-12 0 0.69
1219 2006-11-13 0 0.69
1219 2006-11-14 1 0.69
1219 2006-11-15 4 0.69
1219 2006-11-16 1 0.69
1219 2006-11-17 0 0.69
1219 2006-11-18 0 0.69
1219 2006-11-19 4 0.55
1219 2006-11-20 17 0.55
1219 2006-11-21 10 0.55
1219 2006-11-22 12 0.55
1219 2006-11-23 4 0.55
1219 2006-11-24 6 0.55
1219 2006-11-25 0 0.55
1219 2006-11-26 2 0.55
1219 2006-11-27 8 0.55
1219 2006-11-28 0 0.4
1219 2006-11-29 38 0.4
1219 2006-11-30 12 0.4
1219 2006-12-01 35 0.4
1219 2006-12-02 25 0.4
1219 2006-12-03 22 0.4
1219 2006-12-04 25 0.4
1219 2006-12-05 12 0.55
1219 2006-12-06 2 0.71
1219 2006-12-07 0 0.71
1219 2006-12-08 0 0.71
1219 2006-12-09 3 0.71
1219 2006-12-10 0 0.71
1219 2006-12-11 2 0.71
1219 2006-12-12 0 0.71
1219 2006-12-13 0 0.71
1219 2006-12-14 5 0.71
1219 2006-12-15 0 0.71
1219 2006-12-16 3 0.71
1219 2006-12-17 3 0.71
1219 2006-12-18 0 0.71
1219 2006-12-19 2 0.71
1219 2006-12-20 4 0.71
1219 2006-12-21 8 0.71
1219 2006-12-22 2 0.71
1219 2006-12-23 5 0.71
1219 2006-12-24 1 0.71
1219 2006-12-25 0 0.71
1219 2006-12-26 0 0.71
1219 2006-12-27 0 0.71
1219 2006-12-28 0 0.71
1219 2006-12-29 0 0.71
1219 2006-12-30 4 0.71
1219 2006-12-31 4 0.71
1219 2007-01-01 0 0.71
1219 2007-01-02 2 0.71
1219 2007-01-03 0 0.71
1219 2007-01-04 3 0.71
1219 2007-01-05 0 0.71
1219 2007-01-06 1 0.71
1219 2007-01-07 2 0.71
1219 2007-01-08 0 0.71
1219 2007-01-09 0 0.71
1219 2007-01-10 3 0.71
1219 2007-01-11 0 0.71
1219 2007-01-12 2 0.71
1219 2007-01-13 4 0.71
1219 2007-01-14 0 0.71
1219 2007-01-15 2 0.71
1219 2007-01-16 0 0.71
1219 2007-01-17 2 0.71
1219 2007-01-18 0 0.71
1219 2007-01-19 3 0.71
1219 2007-01-20 1 0.71
1219 2007-01-21 0 0.71
1219 2007-01-22 1 0.71
1219 2007-01-23 2 0.71
1219 2007-01-24 2 0.71
1219 2007-01-25 62 0.33
1219 2007-01-26 55 0.33
1219 2007-01-27 65 0.33
1219 2007-01-28 1 0.71
1219 2007-01-29 0 0.71
1219 2007-01-30 0 0.71
1219 2007-01-31 0 0.71
1219 2007-02-01 0 0.71
1219 2007-02-02 1 0.71
1219 2007-02-03 23 0.71
1219 2007-02-04 1 0.71
1219 2007-02-05 4 0.71
1219 2007-02-06 1 0.71
1219 2007-02-07 5 0.71
1219 2007-02-08 0 0.71
1219 2007-02-09 4 0.71
1219 2007-02-10 4 0.71
1219 2007-02-11 4 0.71
1219 2007-02-12 0 0.71
1219 2007-02-13 2 0.51
1219 2007-02-14 1 0.51
1219 2007-02-15 7 0.51
1219 2007-02-16 7 0.51
1219 2007-02-17 4 0.51
1219 2007-02-18 2 0.51
1219 2007-02-19 2 0.51
1219 2007-02-20 0 0.51
1219 2007-02-21 2 0.51
1219 2007-02-22 0 0.51
1219 2007-02-23 1 0.51
1219 2007-02-24 0 0.51
1219 2007-02-25 0 0.51
1219 2007-02-26 9 0.51
1219 2007-02-27 1 0.51
1219 2007-02-28 2 0.71
1219 2007-03-01 0 0.71
1219 2007-03-02 0 0.71
1219 2007-03-03 1 0.71
1219 2007-03-04 0 0.71
1219 2007-03-05 2 0.71
1219 2007-03-06 0 0.71
1219 2007-03-07 0 0.71
1219 2007-03-08 1 0.71
1219 2007-03-09 0 0.71
1219 2007-03-10 4 0.71
1219 2007-03-11 3 0.71
1219 2007-03-12 0 0.71
1219 2007-03-13 0 0.71
1219 2007-03-14 20 0.4
1219 2007-03-15 17 0.4
1219 2007-03-16 20 0.4
1219 2007-03-17 29 0.4
1219 2007-03-18 22 0.4
1219 2007-03-19 9 0.4
1219 2007-03-20 3 0.4
1219 2007-03-21 0 0.71
1219 2007-03-22 0 0.71
1219 2007-03-23 0 0.71
1219 2007-03-24 0 0.71
1219 2007-03-25 6 0.71
1219 2007-03-26 2 0.71
1219 2007-03-27 0 0.71
1219 2007-03-28 4 0.71
1219 2007-03-29 0 0.71
1219 2007-03-30 0 0.71
1219 2007-03-31 7 0.71
1219 2007-04-01 2 0.71
1219 2007-04-02 0 0.71
1219 2007-04-03 0 0.71
1219 2007-04-04 0 0.71
1219 2007-04-05 0 0.71
1219 2007-04-06 0 0.71
1219 2007-04-07 4 0.71
1219 2007-04-08 0 0.71
1219 2007-04-09 0 0.71
1219 2007-04-10 2 0.71
1219 2007-04-11 37 0.38
